iter	Passed	Remaining
136	35637	224490
137	35867	224039
138	36105	223643
139	36324	223133
140	36553	222688
141	36786	222273
142	37016	221837
143	37233	221334
144	37454	220850
145	37701	220529
146	37948	220204
147	38197	219895
148	38418	219421
149	38640	218964
150	38887	218646
151	39116	218226
152	39354	217862
153	39573	217398
154	39783	216883
155	40040	216629
156	40317	216482
157	40577	216242
158	40837	216000
159	41088	215712
160	41319	215325
161	41578	215080
162	41835	214824
163	42061	214410
164	42303	214080
165	42549	213772
166	42801	213496
167	43050	213204
168	43282	212826
169	43549	212623
170	43777	212231
171	44016	211891
172	44256	211562
173	44488	211190
174	44730	210873
175	44971	210548
176	45222	210270
177	45473	209994
178	45712	209662
179	45939	209278
180	46168	208904
181	46396	208530
182	46635	208204
183	46886	207932
184	47125	207609
185	47359	207259
186	47597	206935
187	47856	206699
188	48120	206485
189	48348	206117
190	48579	205763
191	48797	205357
192	49033	205026
193	49302	204835
194	49556	204578
195	49780	204203
196	50021	203892
197	50264	203598
198	50646	203857
199	50947	203790
200	51229	203642
201	51479	203369
202	51732	203108
203	51964	202761
204	52195	202415
205	52414	202024
206	52651	201702
207	52896	201415
208	53138	201112
209	53375	200793
210	53594	200406
211	53824	200066
212	54062	199751
213	54302	199449
214	54542	199141
215	54761	198762
216	55011	198498
217	55252	198198
218	55505	197944
219	55741	197627
220	55962	197260
221	56207	196978
222	56479	196792
223	56742	196570
224	56976	196252
225	57209	195931
226	57453	195644
227	57739	195505
228	58028	195372
229	58261	195048
230	58504	194761
231	58778	194578
232	59030	194320
233	59291	194090
234	59568	193915
235	59831	193691
236	60051	193331
237	60274	192979
238	60504	192651
239	60751	192380
240	61005	192128
241	61224	191769
242	61444	191414
243	61667	191066
244	61915	190800
245	62133	190441
246	62359	190108
247	62577	189752
248	62824	189481
249	63087	189263
250	63349	189039
251	63573	188701
252	63799	188371
253	64013	188007
254	64251	187714
255	64479	187392
256	64702	187059
257	64921	186712
258	65142	186371
259	65411	186170
260	65774	186233
261	66007	185928
262	66414	186111
263	66627	185750
264	66874	185483
265	67132	185244
266	67367	184945
267	67596	184628
268	67845	184367
269	68100	184123
270	68348	183858
271	68588	183575
272	68820	183268
273	69041	182934
274	69298	182695
275	69549	182442
276	69795	182172
277	70055	181941
278	70302	181677
279	70594	181528
280	70855	181299
281	71216	181324
282	71481	181103
283	71741	180868
284	71976	180573
285	72207	180266
286	72520	180163
287	72777	179923
288	73070	179768
289	73431	179780
290	73691	179543
291	73956	179319
292	74194	179029
293	74452	178787
294	74731	178596
295	74975	178320
296	75257	178135
297	75606	178107
298	75878	177895
299	76128	177633
300	76375	177363
301	76620	177088
302	76885	176861
303	77225	176805
304	77480	176554
305	77699	176221
306	77936	175929
307	78170	175629
308	78424	175376
309	78682	175131
310	78925	174854
311	79159	174557
312	79384	174240
313	79606	173918
314	79875	173698
315	80119	173422
316	80339	173098
317	80564	172782
318	80783	172455
319	81018	172163
320	81259	171885
321	81500	171605
322	81731	171306
323	81954	170990
324	82212	170748
325	82440	170443
326	82658	170120
327	82890	169824
328	83127	169539
329	83371	169269
330	83625	169018
331	83844	168698
332	84079	168411
333	84298	168093
334	84539	167816
335	84766	167514
336	85013	167252
337	85234	166939
338	85474	166662
339	85718	166394
340	85959	166121
341	86188	165825
342	86505	165697
343	86747	165424
344	86963	165104
345	87197	164817
346	87428	164525
347	87674	164263
348	87915	163991
349	88149	163707
350	88386	163427
351	88599	163103
352	88836	162824
353	89075	162550
354	89292	162235
355	89512	161927
356	89755	161661
357	89988	161375
358	90215	161081
359	90430	160765
360	90651	160460
361	90905	160214
362	91187	160018
363	91481	159840
364	91694	159523
365	91922	159232
366	92144	158930
367	92382	158657
368	92605	158358
369	92830	158062
370	93053	157764
371	93276	157467
372	93514	157193
373	93782	156973
374	94004	156674
375	94241	156400
376	94456	156091
377	94694	155819
378	94940	155562
379	95205	155334
380	95449	155073
381	95712	154844
382	96006	154663
383	96274	154440
384	96505	154158
385	96729	153864
386	96956	153576
387	97294	153464
388	97538	153202
389	97754	152898
390	97989	152623
391	98258	152401
392	98547	152209
393	98851	152041
394	99088	151768
395	99339	151518
396	99611	151299
397	99886	151084
398	100171	150885
399	100544	150816
400	100803	150576
401	101072	150352
402	101353	150143
403	101586	149864
404	101831	149603
405	102218	149551
406	102625	149526
407	102982	149425
408	103278	149235
409	103553	149016
410	103827	148794
411	104104	148576
412	104325	148278
413	104548	147984
414	104776	147697
415	105008	147415
416	105230	147120
417	105472	146854
418	105709	146581
419	106000	146380
420	106263	146143
421	106530	145910
422	106821	145712
423	107133	145539
424	107481	145415
425	107758	145195
426	108058	145006
427	108382	144848
428	108645	144607
429	108884	144334
430	109124	144064
431	109394	143833
432	109634	143563
433	109882	143303
434	110142	143058
435	110380	142785
436	110591	142478
437	110826	142201
438	111065	141931
439	111315	141674
440	111565	141417
441	111808	141152
442	112057	140893
443	112271	140592
444	112513	140326
445	112760	140065
446	112979	139770
447	113208	139489
448	113461	139236
449	113699	138966
450	113955	138717
451	114193	138446
452	114413	138155
453	114640	137871
454	114879	137603
455	115104	137317
456	115329	137032
457	115552	136744
458	115783	136468
459	116019	136196
460	116237	135904
461	116460	135619
462	116680	135329
463	116908	135049
464	117155	134792
465	117412	134545
466	117635	134260
467	117857	133975
468	118075	133684
469	118489	133615
470	118742	133365
471	118963	133078
472	119229	132841
473	119528	132641
474	119800	132411
475	120098	132209
476	120409	132020
477	120735	131849
478	120989	131598
479	121275	131382
480	121545	131147
481	121804	130902
482	122102	130697
483	122416	130509
484	122752	130345
485	123124	130217
486	123367	129954
487	123614	129693
488	123883	129456
489	124181	129250
490	124484	129048
491	124801	128860
492	125102	128655
493	125404	128450
494	125671	128210
495	125963	127995
496	126251	127775
497	126568	127585
498	126883	127392
499	127150	127150
500	127575	127066
501	127862	126844
502	128138	126609
503	128414	126375
504	128715	126166
505	128958	125899
506	129226	125657
507	129487	125409
508	129773	125183
509	130151	125047
510	130448	124831
511	130764	124634
512	131067	124424
513	131343	124188
514	131624	123957
515	131909	123729
516	132239	123543
517	132672	123451
518	132947	123213
519	133202	122956
520	133441	122684
521	133699	122429
522	133968	122185
523	134237	121940
524	134480	121673
525	134721	121403
526	134971	121141
527	135263	120917
528	135556	120693
529	135870	120489
530	136160	120262
531	136484	120065
532	136769	119833
533	137035	119584
534	137293	119329
535	137519	119046
536	137762	118778
537	138001	118506
538	138228	118225
539	138451	117940
540	138682	117662
541	138959	117423
542	139236	117183
543	139539	116967
544	139771	116690
545	140105	116497
546	140332	116217
547	140569	115943
548	140836	115696
549	141111	115454
550	141370	115200
551	141626	114943
552	141953	114743
553	142059	114365
554	142308	114103
555	142546	113832
556	142787	113563
557	143041	113305
558	143291	113044
559	143553	112791
560	143788	112518
561	144040	112259
562	144304	112008
563	144565	111756
564	144820	111498
565	145051	111223
566	145290	110953
567	145544	110696
568	145814	110450
569	146059	110184
570	146292	109911
571	146552	109658
572	146809	109402
573	147089	109164
574	147353	108913
575	147643	108682
576	147926	108445
577	148258	108244
578	148558	108019
579	148800	107752
580	149060	107498
581	149320	107244
582	149597	107002
583	149848	106741
584	150105	106485
585	150345	106216
586	150604	105961
587	150857	105702
588	151229	105527
589	151544	105310
590	151843	105083
591	152136	104850
592	152391	104592
593	152631	104324
594	152927	104093
595	153220	103861
596	153492	103613
597	153806	103394
598	154232	103250
599	154552	103035
600	154778	102756
601	155115	102551
602	155369	102291
603	155606	102020
604	155833	101742
605	156049	101457
606	156263	101172
607	156471	100882
608	156692	100602
609	156914	100322
610	157137	100043
611	157356	99762
612	157576	99481
613	157813	99211
614	158052	98943
615	158273	98664
616	158482	98377
617	158701	98097
618	158910	97810
619	159125	97528
620	159358	97257
621	159572	96974
622	159796	96698
623	160013	96418
624	160255	96153
625	160493	95885
626	160725	95614
627	160957	95344
628	161163	95058
629	161374	94775
630	161590	94495
631	161828	94229
632	162054	93955
633	162287	93686
634	162502	93406
635	162728	93133
636	162969	92869
637	163207	92603
638	163414	92320
639	163629	92041
640	163841	91761
641	164077	91494
642	164292	91217
643	164527	90950
644	164742	90672
645	164982	90408
646	165253	90161
647	165518	89911
648	165775	89656
649	166065	89419
650	166437	89226
651	166683	88966
652	166951	88717
653	167188	88451
654	167457	88202
655	167795	87990
656	168186	87805
657	168462	87559
658	168762	87326
659	169056	87089
660	169427	86892
661	169768	86679
662	170031	86426
663	170388	86220
664	170722	86002
665	171039	85776
666	171331	85537
667	171587	85279
668	171899	85050
669	172211	84820
670	172499	84578
671	172934	84408
672	173373	84239
673	173713	84021
674	173999	83777
675	174406	83591
676	174730	83364
677	175086	83153
678	175410	82926
679	175711	82687
680	176002	82444
681	176307	82207
682	176649	81988
683	176992	81768
684	177295	81530
685	177584	81285
686	177903	81053
687	178213	80817
688	178513	80577
689	178758	80311
690	179026	80056
691	179465	79877
692	179776	79641
693	180027	79378
694	180249	79102
695	180560	78865
696	180857	78622
697	181176	78388
698	181455	78137
699	181769	77901
700	182030	77642
701	182291	77382
702	182538	77118
703	182784	76852
704	183003	76575
705	183265	76317
706	183519	76055
707	183765	75790
708	183996	75518
709	184240	75253
710	184490	74989
711	184744	74727
712	185000	74467
713	185242	74200
714	185480	73932
715	185723	73666
716	185961	73399
717	186200	73131
718	186441	72865
719	186668	72593
720	186908	72326
721	187141	72057
722	187391	71794
723	187651	71535
724	187866	71259
725	188087	70986
726	188340	70724
727	188604	70467
728	188855	70205
729	189095	69939
730	189409	69700
731	189699	69452
732	189962	69195
733	190186	68923
734	190397	68646
735	190635	68380
736	190898	68122
737	191131	67854
738	191390	67595
739	191606	67321
740	191894	67072
741	192196	66828
742	192534	66596
743	192829	66350
744	193123	66102
745	193523	65891
746	193852	65655
747	194165	65414
748	194470	65169
749	194788	64929
750	195263	64741
751	195643	64520
752	195946	64274
753	196265	64033
754	196576	63789
755	196866	63538
756	197154	63287
757	197430	63031
758	197703	62775
759	197960	62513
760	198171	62237
761	198386	61963
762	198606	61690
763	198855	61426
764	199110	61164
765	199371	60904
766	199637	60645
767	199937	60397
768	200187	60134
769	200445	59873
770	200681	59605
771	200949	59347
772	201196	59083
773	201492	58833
774	201784	58582
775	202081	58332
776	202373	58081
777	202776	57861
778	203067	57609
779	203398	57368
780	203786	57143
781	204180	56920
782	204498	56674
783	204746	56409
784	204965	56137
785	205190	55866
786	205451	55605
787	205761	55357
788	206067	55108
789	206308	54841
790	206535	54571
791	206782	54306
792	207034	54042
793	207278	53777
794	207522	53512
795	207767	53246
796	208020	52983
797	208301	52727
798	208560	52466
799	208802	52200
800	209038	51933
801	209276	51666
802	209520	51401
803	209782	51140
804	210044	50880
805	210307	50620
806	210586	50363
807	210876	50109
808	211123	49844
809	211360	49578
810	211585	49308
811	211802	49038
812	212030	48769
813	212266	48503
814	212523	48241
815	212750	47973
816	213006	47711
817	213248	47446
818	213486	47180
819	213716	46913
820	214035	46665
821	214342	46414
822	214610	46155
823	214862	45892
824	215121	45631
825	215381	45370
826	215640	45109
827	215909	44850
828	216176	44591
829	216429	44328
830	216660	44062
831	216897	43796
832	217158	43535
833	217412	43273
834	217670	43012
835	217936	42753
836	218210	42495
837	218509	42241
838	218796	41985
839	219039	41721
840	219264	41454
841	219483	41185
842	219756	40927
843	220042	40671
844	220329	40415
845	220593	40155
846	220898	39902
847	221164	39642
848	221424	39381
849	221682	39120
850	222016	38872
851	222283	38612
852	222564	38355
853	222840	38096
854	223150	37844
855	223441	37588
856	223688	37324
857	223959	37065
858	224230	36806
859	224460	36540
860	224685	36273
861	225061	36030
862	225288	35764
863	225521	35498
864	225784	35237
865	226065	34980
866	226333	34720
867	226590	34458
868	226856	34198
869	227092	33933
870	227346	33671
871	227585	33406
872	227816	33141
873	228097	32883
874	228347	32621
875	228607	32359
876	229034	32122
877	229384	31873
878	229668	31615
879	229982	31361
880	230344	31113
881	230696	30864
882	231074	30618
883	231346	30357
884	231636	30099
885	231897	29837
886	232179	29578
887	232461	29319
888	232736	29059
889	233009	28798
890	233300	28540
891	233571	28279
892	233836	28018
893	234105	27757
894	234337	27492
895	234569	27226
896	234835	26965
897	235083	26702
898	235329	26438
899	235560	26173
900	235798	25909
901	236027	25643
902	236262	25379
903	236506	25115
904	236753	24852
905	237003	24589
906	237247	24326
907	237492	24063
908	237762	23802
909	238021	23540
910	238251	23275
911	238481	23011
912	238731	22748
913	238980	22486
914	239343	22234
915	239607	21972
916	239871	21711
917	240124	21448
918	240377	21186
919	240605	20922
920	240875	20661
921	241102	20396
922	241332	20132
923	241612	19872
924	241973	19619
925	242329	19365
926	242595	19104
927	242844	18841
928	243107	18579
929	243381	18319
930	243640	18057
931	243890	17794
932	244147	17532
933	244392	17269
934	244649	17007
935	244911	16746
936	245140	16482
937	245393	16220
938	245639	15957
939	245878	15694
940	246099	15430
941	246335	15167
942	246577	14904
943	246810	14641
944	247043	14378
945	247286	14115
946	247523	13852
947	247770	13590
948	248012	13328
949	248235	13065
950	248471	12802
951	248759	12542
952	249004	12280
953	249228	12017
954	249458	11754
955	249706	11492
956	249932	11230
957	250162	10967
958	250487	10709
959	250748	10447
960	251040	10187
961	251310	9927
962	251532	9664
963	251781	9402
964	252024	9140
965	252307	8880
966	252599	8620
967	252890	8360
968	253215	8100
969	253490	7839
970	253782	7579
971	254061	7318
972	254323	7057
973	254599	6796
974	254866	6535
975	255128	6273
976	255384	6012
977	255643	5750
978	255916	5489
979	256170	5227
980	256402	4966
981	256629	4703
982	256915	4443
983	257155	4181
984	257503	3921
985	257766	3659
986	257993	3398
987	258262	3136
988	258624	2876
989	258885	2615
990	259126	2353
991	259380	2091
992	259622	1830
993	259888	1568
994	260137	1307
995	260417	1045
996	260668	784
997	260942	522
998	261174	261
999	261457	0
