iter	Logloss
369	0.3335583074
370	0.333056039
371	0.3328679403
372	0.3325635398
373	0.3323985774
374	0.3320183793
375	0.3316291251
376	0.3314801968
377	0.3309329273
378	0.3307140009
379	0.3304540433
380	0.3303292747
381	0.3300895381
382	0.3298917631
383	0.3296567095
384	0.3291532315
385	0.3289160069
386	0.3287053612
387	0.3283883692
388	0.3281908733
389	0.3278085662
390	0.3275178118
391	0.327275377
392	0.3269750704
393	0.3267252852
394	0.3264995358
395	0.3261941739
396	0.3260295837
397	0.325929099
398	0.3257089941
399	0.3254344909
400	0.3253160182
401	0.3250767157
402	0.3249079386
403	0.3247767503
404	0.3245096594
405	0.3240470576
406	0.3237697942
407	0.3235604511
408	0.3232233931
409	0.322993798
410	0.3229079518
411	0.3225897192
412	0.3223525567
413	0.3221048495
414	0.3219211547
415	0.3217614027
416	0.3214693457
417	0.3212715707
418	0.3210621345
419	0.3205385286
420	0.3203535002
421	0.3200756786
422	0.3195908709
423	0.3193747668
424	0.3192071682
425	0.3190208683
426	0.3187677027
427	0.3185351612
428	0.3183811467
429	0.3181264304
430	0.3178612003
431	0.3177132335
432	0.3175846193
433	0.3174824908
434	0.317293989
435	0.3170263089
436	0.3166346356
437	0.3163653738
438	0.3159643034
439	0.3157760496
440	0.3155975032
441	0.3154822869
442	0.3153198366
443	0.3148816116
444	0.3145150906
445	0.3143097172
446	0.3140795018
447	0.3140118607
448	0.313689038
449	0.3135117321
450	0.3130467112
451	0.3128859977
452	0.3126294826
453	0.3122754601
454	0.3119674621
455	0.3117191966
456	0.3115819295
457	0.3113781689
458	0.3110443363
459	0.3107230954
460	0.3104978732
461	0.3101592025
462	0.3100151434
463	0.3097424391
464	0.309479194
465	0.3093385154
466	0.3088849696
467	0.3086239574
468	0.308506043
469	0.3082455581
470	0.3081146488
471	0.3079209056
472	0.3076596764
473	0.3075469723
474	0.3074470458
475	0.3071702166
476	0.3069990825
477	0.3069075608
478	0.3067063743
479	0.3065250676
480	0.3061783333
481	0.305925819
482	0.305545962
483	0.3053602203
484	0.3050655582
485	0.304566174
486	0.3043152724
487	0.3041485112
488	0.3039173964
489	0.3037493016
490	0.3035043856
491	0.3032273083
492	0.3029317468
493	0.3027258152
494	0.3024697032
495	0.302269168
496	0.3021171074
497	0.3017437012
498	0.3016766804
499	0.3016313072
500	0.3014842398
501	0.3012407504
502	0.301026197
503	0.300875625
504	0.300576652
505	0.3004055488
506	0.3001983146
507	0.3000021213
508	0.2997961587
509	0.2995828768
510	0.299392328
511	0.2992565806
512	0.2989932735
513	0.2988142308
514	0.2986808095
515	0.2984668142
516	0.2982136486
517	0.2979981957
518	0.297722359
519	0.2972755122
520	0.297081862
521	0.2970557484
522	0.2968544068
523	0.2966797991
524	0.2964220745
525	0.2963637065
526	0.2961177671
527	0.295973832
528	0.2956416432
529	0.2954804645
530	0.2953317534
531	0.2951896171
532	0.2949907877
533	0.2947958969
534	0.2944583738
535	0.293962184
536	0.2938480532
537	0.2936416874
538	0.293584498
539	0.2935219741
540	0.2933195781
541	0.2931967634
542	0.2928275132
543	0.2927281139
544	0.2925272686
545	0.2924011665
546	0.2921959482
547	0.2920464927
548	0.2917171571
549	0.2915963274
550	0.2914239527
551	0.2911554972
552	0.2909923026
553	0.2906819786
554	0.2904590204
555	0.2902321854
556	0.2899189771
557	0.2897274358
558	0.2895437101
559	0.2894158712
560	0.2891879198
561	0.288995014
562	0.2887772351
563	0.288473548
564	0.2881805916
565	0.2880966373
566	0.2878888758
567	0.2877456541
568	0.2874561093
569	0.2872731279
570	0.2871337208
571	0.2869984697
572	0.2867696498
573	0.2865282384
574	0.2861880791
575	0.2860303739
576	0.2858131533
577	0.2856382665
578	0.2854542926
579	0.2854062522
580	0.2851924741
581	0.2850129662
582	0.2849335089
583	0.2847452551
584	0.2844612308
585	0.2844477398
586	0.2842845762
587	0.2840823042
588	0.2836523909
589	0.2832717896
590	0.2830215702
591	0.282924497
592	0.2827261328
593	0.2825844617
594	0.2824942116
595	0.2822898306
596	0.2820739746
597	0.2820357966
598	0.2818470156
599	0.2816738966
600	0.2814573272
601	0.2811882205
602	0.2810328414
603	0.2807799859
604	0.2807181754
605	0.2803722785
606	0.2802873937
607	0.2800862382
608	0.2799314794
609	0.2796257763
610	0.2794228531
611	0.2790757156
612	0.2789847211
613	0.2786674189
614	0.2784942379
615	0.2783959862
616	0.2781256699
617	0.277919211
618	0.2778052974
619	0.2777125041
620	0.2775005558
621	0.2771395551
622	0.2770294562
623	0.2768242689
624	0.2766321074
625	0.2765359026
626	0.2764003413
627	0.276226757
628	0.2760474352
629	0.2758003483
630	0.2756494662
631	0.2755518657
632	0.275370435
633	0.2751351954
634	0.2749438092
635	0.2747421265
636	0.2745012733
637	0.2743108176
638	0.2741363649
639	0.27403985
640	0.2738617688
641	0.2737955233
642	0.2736841527
643	0.2732605663
644	0.2731501882
645	0.2730497655
646	0.2727748592
647	0.2726700015
648	0.2723335948
649	0.2721915827
650	0.2720796228
651	0.2718385526
652	0.2716179514
653	0.2715057125
654	0.2712831575
655	0.2711016957
656	0.2709633432
657	0.2707258705
658	0.2704560195
659	0.270254926
660	0.2701164184
661	0.2699337781
662	0.269785129
663	0.2696396742
664	0.2695330798
665	0.2693968362
666	0.2691576578
667	0.2688304622
668	0.2686688183
669	0.2685118264
670	0.2683163775
671	0.268167015
672	0.2679564933
673	0.2677101197
674	0.2675936939
675	0.267342234
676	0.2672491926
677	0.2671590355
678	0.2670942167
679	0.266944296
680	0.2667189807
681	0.266604943
682	0.2664601396
683	0.2663288582
684	0.2659571888
685	0.2658082916
686	0.2653945054
687	0.2652828248
688	0.2652217586
689	0.2650148655
690	0.2648267668
691	0.2647055959
692	0.264523762
693	0.2643860608
694	0.264256237
695	0.2640567562
696	0.2640133369
697	0.2637269245
698	0.2634946622
699	0.2633292966
700	0.2631410428
701	0.2628877221
702	0.2625798791
703	0.2623364208
704	0.2622070313
705	0.2620305007
706	0.2618909696
707	0.2616128069
708	0.2613993079
709	0.2612487669
710	0.2611609358
711	0.2607369152
712	0.2604628152
713	0.2603231911
714	0.2601307505
715	0.2599000853
716	0.2597136769
717	0.2592607979
718	0.2590186266
719	0.2588750017
720	0.2586903766
721	0.258586744
722	0.2585327955
723	0.258409128
724	0.2583096202
725	0.258245189
726	0.2579691042
727	0.2576695574
728	0.2574503984
729	0.2572005047
730	0.2570444123
731	0.2566483505
732	0.2566328591
733	0.2564750454
734	0.2563433143
735	0.2561843531
736	0.2560691833
737	0.2559207048
738	0.2556576302
739	0.2555563392
740	0.2553627665
741	0.2552382616
742	0.2549574472
743	0.2548303682
744	0.2547008545
745	0.2546153495
746	0.2544565278
747	0.2542677779
748	0.2539597798
749	0.2538514331
750	0.2537134992
751	0.2535247803
752	0.2533031402
753	0.2531189337
754	0.2529404648
755	0.2527883111
756	0.252676863
757	0.2524632555
758	0.25223411
759	0.2521309271
760	0.2520649608
761	0.2519954588
762	0.2517687014
763	0.2516132138
764	0.2514645026
765	0.2514051112
766	0.2513402458
767	0.2511488752
768	0.2509493169
769	0.2507714838
770	0.2506698825
771	0.2505426329
772	0.250121295
773	0.2499711262
774	0.2499065399
775	0.2496656092
776	0.2495918119
777	0.249385353
778	0.2492545678
779	0.2491172697
780	0.2489635964
781	0.2487688762
782	0.2487281861
783	0.2485381956
784	0.248300754
785	0.2481947953
786	0.2479394277
787	0.2478688713
788	0.2477055061
789	0.2472387174
790	0.2470716461
791	0.2469572827
792	0.2468015779
793	0.2467162745
794	0.2466176351
795	0.2464310251
796	0.2461543355
797	0.2459383088
798	0.2458023133
799	0.2455913575
800	0.2454740478
801	0.2452974707
802	0.2451470693
803	0.2449842934
804	0.244914838
805	0.2447982416
806	0.2447269874
807	0.2445864173
808	0.2443285686
809	0.2441401443
810	0.2440706269
811	0.243910177
812	0.2438332627
813	0.2437311033
814	0.2436056525
815	0.243446195
816	0.2432284782
817	0.2430869777
818	0.2429345759
819	0.2427378709
820	0.2426585376
821	0.2423887951
822	0.2422846507
823	0.2421843986
824	0.2420763155
825	0.2419780328
826	0.2418781063
827	0.2416866582
828	0.2416065805
829	0.2414740896
830	0.241350236
831	0.2411125772
832	0.240878299
833	0.2407555619
834	0.2406242495
835	0.2405716346
836	0.240474794
837	0.2402686142
838	0.2402361738
839	0.2401104284
840	0.2397809533
841	0.2395718117
842	0.2393742693
843	0.2390099502
844	0.238860076
845	0.2387013939
846	0.2385629638
847	0.2384345202
848	0.2382574004
849	0.2381581252
850	0.2380357758
851	0.23790375
852	0.2376523677
853	0.2375546897
854	0.2374568102
855	0.237299074
856	0.2371526268
857	0.2369745766
858	0.2369263812
859	0.2368237875
860	0.2366348515
861	0.2364757662
862	0.2363787705
863	0.2361940989
864	0.2360278184
865	0.2357926873
866	0.2357227822
867	0.2355416151
868	0.2352494961
869	0.2351538185
870	0.2351153924
871	0.2349208429
872	0.2347861189
873	0.2346794935
874	0.234523432
875	0.2344337556
876	0.2342968917
877	0.2340567054
878	0.2339871414
879	0.233897496
880	0.2336561001
881	0.2336050204
882	0.233398422
883	0.2332702885
884	0.233142155
885	0.2329629572
886	0.2326844843
887	0.2325926525
888	0.2323885352
889	0.2322546641
890	0.2319220876
891	0.2317773152
892	0.2315607304
893	0.2313946204
894	0.231277807
895	0.2310841723
896	0.2308953138
897	0.2306690371
898	0.2305599151
899	0.2304052648
900	0.2303303044
901	0.2300864894
902	0.229957503
903	0.2297881212
904	0.2296037286
905	0.2295160061
906	0.2293503614
907	0.2292740985
908	0.2290598241
909	0.2288627314
910	0.2287692558
911	0.2286848053
912	0.2285623938
913	0.228470655
914	0.2283300849
915	0.2282393076
916	0.2281326046
917	0.2279396057
918	0.2277894059
919	0.2276681729
920	0.2276017724
921	0.2274938444
922	0.227359229
923	0.2272426791
924	0.2271667574
925	0.2269888777
926	0.2266737465
927	0.2265571966
928	0.2263967312
929	0.2261393477
930	0.226055626
931	0.2260138504
932	0.2258594792
933	0.2257948154
934	0.2256435922
935	0.2254155322
936	0.2253414867
937	0.225195877
938	0.2250540198
939	0.2248713175
940	0.224757683
941	0.2246688905
942	0.2244254632
943	0.2243097352
944	0.2241695993
945	0.2239624116
946	0.2238094671
947	0.2237129832
948	0.2235173171
949	0.2232879391
950	0.2230525598
951	0.2228941879
952	0.2227594639
953	0.2224806654
954	0.2223970522
955	0.2222452551
956	0.2221503064
957	0.2220645998
958	0.2220075189
959	0.2219108023
960	0.2217721396
961	0.2216839054
962	0.2215919805
963	0.2214500613
964	0.221293054
965	0.2212001832
966	0.2211379385
967	0.22084706
968	0.2205995699
969	0.2204721652
970	0.2204030665
971	0.220361508
972	0.2201457605
973	0.2199555684
974	0.2197200496
975	0.2195596462
976	0.2194349863
977	0.2193572967
978	0.2191183044
979	0.2188909267
980	0.2187891394
981	0.2186692556
982	0.2185783076
983	0.218392659
984	0.2183345391
985	0.2180658511
986	0.2179909683
987	0.2177580547
988	0.2175405239
989	0.2175095101
990	0.2174092735
991	0.2173144023
992	0.2169943399
993	0.2168517694
994	0.2166376657
995	0.2164431161
996	0.2164251126
997	0.2163369404
998	0.2161385141
999	0.2160052478
